id_bioguide,term_number,term_id,term_type,term_start,term_end,state,district,class,party,how,url,address,phone,fax,contact_form,office,state_rank,rss_url,caucus
S000482,6,S000482-6,rep,1909-03-15,1911-03-03,TX,14,,Democrat,,,,,,,,,,
S000870,6,S000870-6,rep,1917-04-02,1919-03-03,IL,17,,Republican,,,,,,,,,,
S001063,6,S001063-6,rep,1907-12-02,1909-03-03,NH,1,,Republican,,,,,,,,,,
T000021,6,T000021-6,rep,1907-12-02,1909-03-03,MD,2,,Democrat,,,,,,,,,,
W000521,6,W000521-6,rep,1905-12-04,1907-03-03,MS,8,,Democrat,,,,,,,,,,
A000098,6,A000098-6,rep,1919-05-19,1921-03-03,MO,3,,Democrat,,,,,,,,,,
B000110,6,B000110-6,rep,1899-12-04,1901-03-03,AL,6,,Democrat,,,,,,,,,,
B000626,6,B000626-6,rep,1917-04-02,1919-03-03,MO,4,,Democrat,,,,,,,,,,
B001121,6,B001121-6,rep,1911-04-04,1913-03-03,AL,7,,Democrat,,,,,,,,,,
C000110,6,C000110-6,rep,1913-04-07,1915-03-03,MS,1,,Democrat,,,,,,,,,,
C000151,6,C000151-6,rep,1919-05-19,1921-03-03,VA,-1,,Democrat,,,,,,,,,,
C000437,6,C000437-6,rep,1907-12-02,1909-03-03,MO,9,,Democrat,,,,,,,,,,
E000212,6,E000212-6,rep,1911-04-04,1913-03-03,WI,7,,Republican,,,,,,,,,,
E000224,6,E000224-6,rep,1919-05-19,1921-03-03,LA,1,,Democrat,,,,,,,,,,
F000091,6,F000091-6,rep,1919-05-19,1921-03-03,OK,6,,Democrat,,,,,,,,,,
G000250,6,G000250-6,rep,1919-05-19,1921-03-03,NC,6,,Democrat,,,,,,,,,,
G000260,6,G000260-6,rep,1913-04-07,1915-03-03,NY,12,,Democrat,,,,,,,,,,
H000099,6,H000099-6,rep,1919-05-19,1921-03-03,NJ,12,,Democrat,,,,,,,,,,
H000108,6,H000108-6,rep,1909-03-15,1911-03-03,MI,4,,Republican,,,,,,,,,,
H000461,6,H000461-6,rep,1919-05-19,1921-03-03,KY,-1,,Democrat,,,,,,,,,,
K000104,6,K000104-6,rep,1919-05-19,1921-03-03,IA,1,,Republican,,,,,,,,,,
L000259,6,L000259-6,rep,1913-04-07,1915-03-03,SC,7,,Democrat,,,,,,,,,,
M000884,6,M000884-6,rep,1909-03-15,1911-03-03,TN,3,,Democrat,,,,,,,,,,
M000906,6,M000906-6,rep,1917-04-02,1919-03-03,PA,3,,Republican,,,,,,,,,,
N000040,6,N000040-6,sen,1913-04-07,1919-03-03,MN,,2,Republican,,,,,,,,,,
S000077,6,S000077-6,rep,1917-04-02,1919-03-03,VA,5,,Democrat,,,,,,,,,,
S000441,6,S000441-6,rep,1909-03-15,1911-03-03,TN,8,,Democrat,,,,,,,,,,
S000500,6,S000500-6,rep,1911-04-04,1913-03-03,NC,1,,Democrat,,,,,,,,,,
S000796,6,S000796-6,sen,1919-05-19,1925-03-03,KY,,2,Democrat,,,,,,,,,,
W000193,6,W000193-6,rep,1917-04-02,1919-03-03,LA,4,,Democrat,,,,,,,,,,
W000231,6,W000231-6,rep,1915-12-06,1917-03-03,NC,9,,Democrat,,,,,,,,,,
W000624,6,W000624-6,rep,1917-04-02,1919-03-03,IL,3,,Republican,,,,,,,,,,
B000769,6,B000769-6,sen,1921-04-11,1924-10-14,CT,,3,Republican,,,,,,,,,,
C000097,6,C000097-6,rep,1915-12-06,1917-03-03,KS,3,,Republican,,,,,,,,,,
C000121,6,C000121-6,rep,1885-12-07,1887-03-03,IL,15,,Republican,,,,,,,,,,
F000210,6,F000210-6,rep,1913-04-07,1915-03-03,VA,10,,Democrat,,,,,,,,,,
F000271,6,F000271-6,rep,1911-04-04,1913-03-03,MI,8,,Republican,,,,,,,,,,
G000275,6,G000275-6,rep,1921-04-11,1923-03-03,IA,5,,Republican,,,,,,,,,,
H000198,6,H000198-6,rep,1919-05-19,1921-03-03,TX,6,,Democrat,,,,,,,,,,
K000004,6,K000004-6,rep,1915-12-06,1917-03-03,HI,-1,,Republican,,,,,,,,,,
K000221,6,K000221-6,rep,1915-12-06,1917-03-03,NE,6,,Republican,,,,,,,,,,
M000104,6,M000104-6,rep,1909-03-15,1911-03-03,IL,2,,Republican,,,,,,,,,,
M000521,6,M000521-6,rep,1919-05-19,1921-03-03,IL,19,,Republican,,,,,,,,,,
M000852,6,M000852-6,rep,1909-03-15,1911-03-03,WY,0,,Republican,,,,,,,,,,
P000012,6,P000012-6,rep,1913-04-07,1915-03-03,TN,7,,Democrat,,,,,,,,,,
P000070,6,P000070-6,rep,1907-12-02,1909-03-03,NJ,7,,Republican,,,,,,,,,,
R000371,6,R000371-6,rep,1915-12-06,1917-03-03,IL,22,,Republican,,,,,,,,,,
R000494,6,R000494-6,rep,1911-04-04,1913-03-03,MO,2,,Democrat,,,,,,,,,,
S000456,6,S000456-6,rep,1921-04-11,1923-03-03,MS,4,,Democrat,,,,,,,,,,
S000486,6,S000486-6,rep,1919-05-19,1921-03-03,VA,9,,Republican,,,,,,,,,,
S000842,6,S000842-6,rep,1915-12-06,1917-03-03,MN,9,,Republican,,,,,,,,,,
U000013,6,U000013-6,rep,1907-12-02,1909-03-03,AL,9,,Democrat,,,,,,,,,,
V000114,6,V000114-6,rep,1915-12-06,1917-03-03,MN,7,,Republican,,,,,,,,,,
A000233,6,A000233-6,rep,1923-12-03,1925-03-03,MN,1,,Republican,,,,,,,,,,
C000126,6,C000126-6,rep,1921-04-11,1923-03-03,KY,7,,Democrat,,,,,,,,,,
C000430,6,C000430-6,rep,1917-04-02,1919-03-03,FL,2,,Democrat,,,,,,,,,,
C000575,6,C000575-6,rep,1921-04-11,1923-03-03,NY,16,,Democrat,,,,,,,,,,
D000093,6,D000093-6,rep,1915-12-06,1917-03-03,MN,3,,Republican,,,,,,,,,,
D000561,6,D000561-6,rep,1921-04-11,1923-03-03,LA,2,,Democrat,,,,,,,,,,
F000113,6,F000113-6,rep,1923-12-03,1925-03-03,KY,9,,Democrat,,,,,,,,,,
G000430,6,G000430-6,rep,1909-03-15,1911-03-03,MA,13,,Republican,,,,,,,,,,
H000960,6,H000960-6,rep,1915-12-06,1917-03-03,MS,3,,Democrat,,,,,,,,,,
K000003,6,K000003-6,rep,1913-04-07,1915-03-03,CA,4,,Republican,,,,,,,,,,
K000250,6,K000250-6,rep,1913-04-07,1915-03-03,NC,2,,Democrat,,,,,,,,,,
L000004,6,L000004-6,sen,1923-12-03,1925-12-31,WI,,1,Republican,,,,,,,,,,
L000393,6,L000393-6,sen,1911-04-04,1917-03-03,MA,,1,Republican,,,,,,,,,,
M000506,6,M000506-6,rep,1923-12-03,1925-03-03,IL,13,,Republican,,,,,,,,,,
M001041,6,M001041-6,rep,1923-12-03,1925-03-03,NY,32,,Republican,,,,,,,,,,
R000264,6,R000264-6,rep,1915-12-06,1917-03-03,NY,11,,Democrat,,,,,,,,,,
S000355,6,S000355-6,rep,1917-04-02,1919-03-03,OH,9,,Democrat,,,,,,,,,,
S000573,6,S000573-6,rep,1923-12-03,1925-03-03,MI,3,,Republican,,,,,,,,,,
T000325,6,T000325-6,rep,1923-12-03,1925-03-03,IA,8,,Republican,,,,,,,,,,
C000196,6,C000196-6,rep,1919-05-19,1921-03-03,OK,3,,Democrat,,,,,,,,,,
F000407,6,F000407-6,rep,1917-04-02,1919-03-03,IL,12,,Republican,,,,,,,,,,
G000201,6,G000201-6,rep,1905-12-04,1907-03-03,MA,2,,Republican,,,,,,,,,,
R000019,6,R000019-6,rep,1923-12-03,1925-03-03,CA,2,,Democrat,,,,,,,,,,
H000446,6,H000446-6,rep,1915-12-06,1917-03-03,AL,5,,Democrat,,,,,,,,,,
J000118,6,J000118-6,rep,1919-05-19,1921-03-03,KY,4,,Democrat,,,,,,,,,,
L000072,6,L000072-6,rep,1919-05-19,1921-03-03,KY,10,,Republican,,,,,,,,,,
L000194,6,L000194-6,rep,1917-04-02,1919-03-03,GA,7,,Democrat,,,,,,,,,,
R000059,6,R000059-6,rep,1911-04-04,1913-03-03,LA,5,,Democrat,,,,,,,,,,
R000400,6,R000400-6,rep,1925-12-07,1927-03-04,MA,5,,Republican,,,,,,,,,,
R000466,6,R000466-6,rep,1923-12-03,1925-03-03,KY,6,,Democrat,,,,,,,,,,
T000185,6,T000185-6,rep,1921-04-11,1923-03-03,KY,3,,Democrat,,,,,,,,,,
W000164,6,W000164-6,sen,1925-12-07,1929-11-24,WY,,2,Republican,,,,,,,,,,
W000737,6,W000737-6,rep,1919-05-19,1921-03-03,WV,4,,Republican,,,,,,,,,,
A000261,6,A000261-6,rep,1919-05-19,1921-03-03,KS,1,,Republican,,,,,,,,,,
B000495,6,B000495-6,rep,1927-12-05,1929-03-03,TX,1,,Democrat,,,,,,,,,,
H000277,6,H000277-6,rep,1927-12-05,1929-03-03,VA,7,,Democrat,,,,,,,,,,
B001192,6,B001192-6,rep,1909-03-15,1911-03-03,PA,7,,Republican,,,,,,,,,,
C001008,6,C001008-6,rep,1905-12-04,1907-03-03,KS,1,,Republican,,,,,,,,,,
G000024,6,G000024-6,rep,1925-12-07,1927-03-04,MA,12,,Democrat,,,,,,,,,,
G000082,6,G000082-6,rep,1917-04-02,1919-03-03,TN,9,,Democrat,,,,,,,,,,
G000422,6,G000422-6,rep,1923-12-03,1925-03-03,IA,9,,Republican,,,,,,,,,,
J000257,6,J000257-6,sen,1915-12-06,1921-03-03,WA,,3,Republican,,,,,,,,,,
K000200,6,K000200-6,rep,1927-12-05,1929-03-03,IL,15,,Republican,,,,,,,,,,
L000153,6,L000153-6,rep,1925-12-07,1927-03-04,LA,7,,Democrat,,,,,,,,,,
M000038,6,M000038-6,rep,1917-04-02,1919-03-03,IL,1,,Republican,,,,,,,,,,
M000049,6,M000049-6,rep,1927-12-05,1929-03-03,NY,-1,,Republican,,,,,,,,,,
M000961,6,M000961-6,rep,1925-12-07,1927-03-04,PA,34,,Republican,,,,,,,,,,
O000062,6,O000062-6,rep,1921-04-11,1923-03-03,AR,2,,Democrat,,,,,,,,,,
R000491,6,R000491-6,rep,1925-12-07,1927-03-04,MO,16,,Democrat,,,,,,,,,,
S000450,6,S000450-6,rep,1925-12-07,1927-03-04,OR,2,,Republican,,,,,,,,,,
T000276,6,T000276-6,rep,1927-12-05,1929-03-03,AR,3,,Democrat,,,,,,,,,,
V000071,6,V000071-6,rep,1923-12-03,1925-03-03,PA,1,,Republican,,,,,,,,,,
W000203,6,W000203-6,sen,1916-01-01,1921-03-03,IN,,3,Republican,,,,,,,,,,
B001159,6,B001159-6,rep,1905-12-04,1907-03-03,OH,21,,Republican,,,,,,,,,,
B000348,6,B000348-6,rep,1917-04-02,1919-03-03,GA,9,,Democrat,,,,,,,,,,
B000955,6,B000955-6,rep,1925-12-07,1927-03-04,WI,8,,Republican,,,,,,,,,,
C000142,6,C000142-6,rep,1925-12-07,1927-03-04,NY,18,,Democrat,,,,,,,,,,
C000870,6,C000870-6,rep,1925-12-07,1927-03-04,MI,7,,Republican,,,,,,,,,,
C001000,6,C001000-6,rep,1925-12-07,1927-03-04,CA,3,,Republican,,,,,,,,,,
D000229,6,D000229-6,rep,1927-12-05,1929-03-03,NY,40,,Republican,,,,,,,,,,
D000237,6,D000237-6,rep,1927-12-05,1929-03-03,IL,25,,Republican,,,,,,,,,,
E000127,6,E000127-6,rep,1929-04-15,1931-03-03,IN,6,,Republican,,,,,,,,,,
F000096,6,F000096-6,sen,1929-04-15,1935-01-03,OH,,1,Republican,,,,,,,,,,
F000149,6,F000149-6,rep,1929-04-15,1931-03-03,TN,10,,Democrat,,,,,,,,,,
G000246,6,G000246-6,rep,1929-04-15,1931-03-03,CT,5,,Republican,,,,,,,,,,
G000425,6,G000425-6,sen,1923-12-03,1929-03-03,VT,,1,Republican,,,,,,,,,,
G000456,6,G000456-6,rep,1921-04-11,1923-03-03,PA,9,,Republican,,,,,,,,,,
H000924,6,H000924-6,rep,1913-04-07,1915-03-03,WV,5,,Republican,,,,,,,,,,
K000033,6,K000033-6,rep,1927-12-05,1929-03-03,OH,6,,Republican,,,,,,,,,,
K000168,6,K000168-6,rep,1925-12-07,1927-03-04,PA,16,,Republican,,,,,,,,,,
K000187,6,K000187-6,rep,1927-12-05,1929-03-03,KY,2,,Democrat,,,,,,,,,,
L000041,6,L000041-6,rep,1929-04-15,1931-03-03,WI,6,,Republican,,,,,,,,,,
M000201,6,M000201-6,rep,1927-12-05,1929-03-03,LA,3,,Democrat,,,,,,,,,,
M000739,6,M000739-6,rep,1929-04-15,1931-03-03,WA,1,,Republican,,,,,,,,,,
P000447,6,P000447-6,rep,1923-12-03,1925-03-03,PA,32,,Republican,,,,,,,,,,
S000827,6,S000827-6,rep,1923-12-03,1925-03-03,NC,5,,Democrat,,,,,,,,,,
S000857,6,S000857-6,sen,1929-04-15,1935-01-03,MS,,1,Democrat,,,,,,,,,,
S001094,6,S001094-6,rep,1905-12-04,1906-01-30,VA,5,,Democrat,,,,,,,,,,
W000542,6,W000542-6,rep,1927-12-05,1929-03-03,IL,24,,Republican,,,,,,,,,,
W000635,6,W000635-6,rep,1925-12-07,1927-03-04,AR,4,,Democrat,,,,,,,,,,
Z000007,6,Z000007-6,rep,1929-04-15,1931-03-03,MD,6,,Republican,,,,,,,,,,
A000021,6,A000021-6,rep,1931-12-07,1933-03-03,NJ,5,,Republican,,,,,,,,,,
A000321,6,A000321-6,rep,1925-12-07,1927-03-04,LA,8,,Democrat,,,,,,,,,,
B000126,6,B000126-6,rep,1931-12-07,1933-03-03,CA,7,,Republican,,,,,,,,,,
B001075,6,B001075-6,rep,1931-12-07,1933-03-03,RI,1,,Republican,,,,,,,,,,
C000084,6,C000084-6,rep,1929-04-15,1931-03-03,PA,36,,Republican,,,,,,,,,,
C000361,6,C000361-6,rep,1931-12-07,1933-03-03,IL,10,,Republican,,,,,,,,,,
C000384,6,C000384-6,rep,1931-12-07,1933-03-03,SD,1,,Republican,,,,,,,,,,
C000630,6,C000630-6,rep,1921-04-11,1923-03-03,MS,8,,Democrat,,,,,,,,,,
C000752,6,C000752-6,rep,1905-12-04,1907-03-03,WI,1,,Republican,,,,,,,,,,
C000909,6,C000909-6,rep,1923-12-03,1925-03-03,GA,3,,Democrat,,,,,,,,,,
D000012,6,D000012-6,rep,1927-12-05,1929-03-03,MA,8,,Republican,,,,,,,,,,
D000098,6,D000098-6,rep,1931-12-07,1933-03-03,TN,5,,Democrat,,,,,,,,,,
D000323,6,D000323-6,sen,1931-12-07,1937-01-03,IA,,2,Republican,,,,,,,,,,
D000408,6,D000408-6,rep,1929-04-15,1931-03-03,SC,3,,Democrat,,,,,,,,,,
D000486,6,D000486-6,rep,1929-04-15,1931-03-03,FL,1,,Democrat,,,,,,,,,,
D000591,6,D000591-6,rep,1923-12-03,1925-03-03,MO,12,,Republican,,,,,,,,,,
D000090,6,D000090-6,rep,1929-04-15,1931-03-03,PR,0,,Unionist,,,,,,,,,,
E000062,6,E000062-6,rep,1927-12-05,1929-03-03,GA,1,,Democrat,,,,,,,,,,
E000247,6,E000247-6,rep,1927-12-05,1929-03-03,MT,1,,Democrat,,,,,,,,,,
F000366,6,F000366-6,rep,1927-12-05,1929-03-03,CT,2,,Republican,,,,,,,,,,
F000375,6,F000375-6,rep,1919-05-19,1921-03-03,ID,1,,Republican,,,,,,,,,,
G000081,6,G000081-6,rep,1929-04-15,1931-03-03,TX,8,,Democrat,,,,,,,,,,
G000354,6,G000354-6,rep,1925-12-07,1927-03-04,PA,2,,Republican,,,,,,,,,,
H000008,6,H000008-6,rep,1927-12-05,1929-03-03,WA,2,,Republican,,,,,,,,,,
H000195,6,H000195-6,rep,1931-12-07,1933-03-03,CO,3,,Republican,,,,,,,,,,
H000350,6,H000350-6,rep,1911-04-04,1913-03-03,IA,4,,Republican,,,,,,,,,,
H000379,6,H000379-6,rep,1919-05-19,1921-03-03,OR,1,,Republican,,,,,,,,,,
H000669,6,H000669-6,rep,1931-12-07,1933-03-03,KS,4,,Republican,,,,,,,,,,
H000940,6,H000940-6,rep,1919-05-19,1921-03-03,TN,4,,Democrat,,,,,,,,,,
J000114,6,J000114-6,rep,1925-12-07,1927-03-04,WA,3,,Republican,,,,,,,,,,
J000173,6,J000173-6,rep,1927-12-05,1929-03-03,SD,2,,Republican,,,,,,,,,,
K000097,6,K000097-6,rep,1931-12-07,1933-03-03,PA,24,,Republican,,,,,,,,,,
L000007,6,L000007-6,rep,1931-12-07,1933-03-03,NY,20,,Republican,,,,,,,,,,
L000082,6,L000082-6,rep,1931-12-07,1933-03-03,GA,11,,Democrat,,,,,,,,,,
L000103,6,L000103-6,rep,1929-04-15,1931-03-03,GA,12,,Democrat,,,,,,,,,,
L000340,6,L000340-6,rep,1923-12-03,1925-03-03,MD,4,,Democrat,,,,,,,,,,
L000433,6,L000433-6,rep,1917-04-02,1919-03-03,OH,1,,Republican,,,,,,,,,,
M000539,6,M000539-6,rep,1919-05-19,1921-03-03,MI,9,,Republican,,,,,,,,,,
M000894,6,M000894-6,rep,1931-12-07,1933-03-03,OH,15,,Republican,,,,,,,,,,
M001089,6,M001089-6,rep,1931-12-07,1933-03-03,OH,18,,Republican,,,,,,,,,,
N000039,6,N000039-6,rep,1917-04-02,1919-03-03,WI,3,,Republican,,,,,,,,,,
P000573,6,P000573-6,rep,1929-04-15,1931-03-03,IN,9,,Republican,,,,,,,,,,
Q000014,6,Q000014-6,rep,1925-12-07,1927-03-04,MS,7,,Democrat,,,,,,,,,,
R000031,6,R000031-6,rep,1927-12-05,1929-03-03,IA,6,,Republican,,,,,,,,,,
R000347,6,R000347-6,sen,1919-05-19,1925-03-03,AR,,2,Democrat,,,,,,,,,,
S000032,6,S000032-6,rep,1929-04-15,1931-03-03,NY,39,,Republican,,,,,,,,,,
S000113,6,S000113-6,sen,1931-12-07,1935-12-31,MN,,2,Republican,,,,,,,,,,
S000387,6,S000387-6,rep,1929-04-15,1931-03-03,PA,29,,Republican,,,,,,,,,,
S000511,6,S000511-6,rep,1925-12-07,1927-03-04,ID,2,,Republican,,,,,,,,,,
S000777,6,S000777-6,rep,1917-04-02,1919-03-03,WI,5,,Republican,,,,,,,,,,
S000895,6,S000895-6,rep,1929-04-15,1931-03-03,SC,5,,Democrat,,,,,,,,,,
S001011,6,S001011-6,rep,1931-12-07,1933-03-03,KS,5,,Republican,,,,,,,,,,
S001067,6,S001067-6,rep,1931-12-07,1933-03-03,WA,4,,Republican,,,,,,,,,,
T000119,6,T000119-6,rep,1925-12-07,1927-03-04,PA,25,,Republican,,,,,,,,,,
T000279,6,T000279-6,rep,1923-12-03,1925-03-03,CT,3,,Republican,,,,,,,,,,
T000281,6,T000281-6,rep,1927-12-05,1929-03-03,CO,2,,Republican,,,,,,,,,,
T000399,6,T000399-6,rep,1925-12-07,1927-03-04,VA,10,,Democrat,,,,,,,,,,
V000092,6,V000092-6,rep,1929-04-15,1931-03-03,IN,8,,Republican,,,,,,,,,,
W000185,6,W000185-6,rep,1927-12-05,1929-03-03,NH,2,,Republican,,,,,,,,,,
W000438,6,W000438-6,rep,1931-12-07,1933-03-03,AK,0,,Republican,,,,,,,,,,
W000706,6,W000706-6,rep,1927-12-05,1929-03-03,IN,10,,Republican,,,,,,,,,,
W000773,6,W000773-6,rep,1929-04-15,1931-03-03,GA,4,,Democrat,,,,,,,,,,
Y000011,6,Y000011-6,rep,1931-12-07,1933-03-03,IL,-1,,Republican,,,,,,,,,,
A000015,6,A000015-6,rep,1933-03-09,1935-01-03,NC,3,,Democrat,,,,,,,,,,
A000162,6,A000162-6,rep,1927-12-05,1929-03-03,AL,8,,Democrat,,,,,,,,,,
A000354,6,A000354-6,rep,1929-04-15,1931-03-03,KS,8,,Democrat,,,,,,,,,,
B000307,6,B000307-6,rep,1933-03-09,1935-01-03,ME,1,,Republican,,,,,,,,,,
B000767,6,B000767-6,rep,1929-04-15,1931-03-03,GA,8,,Democrat,,,,,,,,,,
B000826,6,B000826-6,rep,1931-12-07,1933-03-03,TX,7,,Democrat,,,,,,,,,,
B000847,6,B000847-6,rep,1925-12-07,1927-03-04,IL,9,,Republican,,,,,,,,,,
C000698,6,C000698-6,rep,1933-03-09,1935-01-03,PA,5,,Republican,,,,,,,,,,
D000316,6,D000316-6,rep,1923-12-03,1925-03-03,MO,6,,Democrat,,,,,,,,,,
E000053,6,E000053-6,rep,1933-03-09,1935-01-03,PA,4,,Republican,,,,,,,,,,
F000355,6,F000355-6,rep,1925-12-07,1927-03-04,WI,10,,Republican,,,,,,,,,,
G000074,6,G000074-6,rep,1915-12-06,1917-03-03,TX,15,,Democrat,,,,,,,,,,
H000333,6,H000333-6,rep,1929-04-15,1931-03-03,OK,2,,Democrat,,,,,,,,,,
J000053,6,J000053-6,rep,1927-12-05,1929-03-03,MI,12,,Republican,,,,,,,,,,
J000068,6,J000068-6,rep,1933-03-09,1935-01-03,AL,4,,Democrat,,,,,,,,,,
K000076,6,K000076-6,rep,1927-12-05,1929-03-03,PA,33,,Republican,,,,,,,,,,
M000338,6,M000338-6,rep,1927-12-05,1929-03-03,OK,7,,Democrat,,,,,,,,,,
M000434,6,M000434-6,rep,1927-12-05,1929-03-03,PA,15,,Republican,,,,,,,,,,
M000511,6,M000511-6,rep,1931-12-07,1933-03-03,OK,4,,Democrat,,,,,,,,,,
M000766,6,M000766-6,rep,1933-03-09,1935-01-03,MO,0,,Democrat,,,,,,,,,,
P000062,6,P000062-6,rep,1925-12-07,1927-03-04,NY,29,,Republican,,,,,,,,,,
P000474,6,P000474-6,rep,1913-04-07,1915-03-03,NC,4,,Democrat,,,,,,,,,,
R000014,6,R000014-6,rep,1915-12-06,1917-03-03,IL,20,,Democrat,,,,,,,,,,
S000280,6,S000280-6,rep,1931-12-07,1933-03-03,NE,5,,Democrat,,,,,,,,,,
S000442,6,S000442-6,rep,1931-12-07,1933-03-03,ND,3,,Republican,,,,,,,,,,
S001015,6,S001015-6,rep,1929-04-15,1931-03-03,PA,27,,Republican,,,,,,,,,,
W000201,6,W000201-6,rep,1927-12-05,1929-03-03,PA,9,,Republican,,,,,,,,,,
A000240,6,A000240-6,rep,1933-03-09,1935-01-03,MA,6,,Republican,,,,,,,,,,
A000300,6,A000300-6,rep,1935-01-03,1937-01-03,IL,23,,Democrat,,,,,,,,,,
B000009,6,B000009-6,rep,1927-12-05,1929-03-03,NJ,2,,Republican,,,,,,,,,,
B000549,6,B000549-6,rep,1929-04-15,1931-03-03,TX,17,,Democrat,,,,,,,,,,
B001217,6,B001217-6,rep,1921-04-11,1923-03-03,TN,6,,Democrat,,,,,,,,,,
C000757,6,C000757-6,rep,1927-12-05,1929-03-03,OH,19,,Republican,,,,,,,,,,
C000785,6,C000785-6,rep,1935-01-03,1937-01-03,NY,28,,Democrat,,,,,,,,,,
E000003,6,E000003-6,rep,1935-01-03,1937-01-03,TX,8,,Democrat,,,,,,,,,,
G000457,6,G000457-6,rep,1929-04-15,1931-03-03,NY,22,,Democrat,,,,,,,,,,
G000518,6,G000518-6,rep,1935-01-03,1937-01-03,PI,0,,,,,,,,,,,,
H000607,6,H000607-6,rep,1935-01-03,1937-01-03,WA,5,,Democrat,,,,,,,,,,
H000903,6,H000903-6,rep,1927-12-05,1929-03-03,AL,9,,Democrat,,,,,,,,,,
L000222,6,L000222-6,rep,1927-12-05,1929-03-03,NJ,10,,Republican,,,,,,,,,,
M000427,6,M000427-6,rep,1931-12-07,1933-03-03,AL,1,,Democrat,,,,,,,,,,
M000604,6,M000604-6,rep,1933-03-09,1935-01-03,SC,4,,Democrat,,,,,,,,,,
M000663,6,M000663-6,rep,1929-04-15,1931-03-03,CT,4,,Republican,,,,,,,,,,
O000077,6,O000077-6,rep,1927-12-05,1929-03-03,AL,6,,Democrat,,,,,,,,,,
P000075,6,P000075-6,rep,1933-03-09,1935-01-03,AR,7,,Democrat,,,,,,,,,,
P000237,6,P000237-6,rep,1933-03-09,1935-01-03,NJ,7,,Republican,,,,,,,,,,
R000061,6,R000061-6,rep,1931-12-07,1933-03-03,PA,3,,Republican,,,,,,,,,,
S000043,6,S000043-6,rep,1933-03-09,1935-01-03,LA,4,,Democrat,,,,,,,,,,
S000211,6,S000211-6,rep,1927-12-05,1929-03-03,FL,4,,Democrat,,,,,,,,,,
U000012,6,U000012-6,rep,1935-01-03,1937-01-03,OH,11,,Democrat,,,,,,,,,,
W000608,6,W000608-6,rep,1927-12-05,1929-03-03,LA,5,,Democrat,,,,,,,,,,
B000019,6,B000019-6,rep,1935-01-03,1937-01-03,NY,1,,Republican,,,,,,,,,,
B000726,6,B000726-6,rep,1935-01-03,1937-01-03,NY,15,,Democrat,,,,,,,,,,
B001006,6,B001006-6,rep,1925-12-07,1927-03-04,TX,10,,Democrat,,,,,,,,,,
B001215,6,B001215-6,rep,1923-12-03,1925-03-03,SC,2,,Democrat,,,,,,,,,,
C000694,6,C000694-6,rep,1935-01-03,1937-01-03,MA,7,,Democrat,,,,,,,,,,
D000503,6,D000503-6,rep,1933-03-09,1935-01-03,AR,1,,Democrat,,,,,,,,,,
F000230,6,F000230-6,rep,1921-04-11,1923-03-03,PA,17,,Republican,,,,,,,,,,
G000035,6,G000035-6,rep,1935-01-03,1937-01-03,MD,5,,Democrat,,,,,,,,,,
G000092,6,G000092-6,rep,1935-01-03,1937-01-03,SC,6,,Democrat,,,,,,,,,,
G000437,6,G000437-6,rep,1935-01-03,1937-01-03,IN,7,,Democrat,,,,,,,,,,
H000265,6,H000265-6,sen,1931-12-07,1937-01-03,MS,,2,Democrat,,,,,,,,,,
L000277,6,L000277-6,rep,1937-01-05,1939-01-03,MD,6,,Democrat,,,,,,,,,,
M000861,6,M000861-6,rep,1925-12-07,1927-03-04,VA,3,,Democrat,,,,,,,,,,
N000139,6,N000139-6,sen,1919-05-19,1925-03-03,NE,,2,Republican,,,,,,,,,,
O000030,6,O000030-6,rep,1935-01-03,1937-01-03,NY,16,,Democrat,,,,,,,,,,
R000155,6,R000155-6,rep,1937-01-05,1939-01-03,WI,6,,Democrat,,,,,,,,,,
S000037,6,S000037-6,rep,1933-03-09,1935-01-03,TX,3,,Democrat,,,,,,,,,,
S000137,6,S000137-6,rep,1937-01-05,1939-01-03,WI,8,,Progressive,,,,,,,,,,
S000337,6,S000337-6,sen,1919-05-19,1925-03-03,TX,,2,Democrat,,,,,,,,,,
S000652,6,S000652-6,rep,1927-12-05,1929-03-03,NY,31,,Republican,,,,,,,,,,
T000257,6,T000257-6,rep,1937-01-05,1939-01-03,IA,5,,Republican,,,,,,,,,,
V000106,6,V000106-6,rep,1937-01-05,1939-01-03,KY,8,,Democrat,,,,,,,,,,
A000306,6,A000306-6,rep,1919-05-19,1921-03-03,OH,17,,Democrat,,,,,,,,,,
B000113,6,B000113-6,rep,1929-04-15,1931-03-03,AL,10,,Democrat,,,,,,,,,,
C000886,6,C000886-6,rep,1939-01-03,1941-01-03,AR,4,,Democrat,,,,,,,,,,
D000063,6,D000063-6,rep,1927-12-05,1929-03-03,PA,7,,Republican,,,,,,,,,,
D000265,6,D000265-6,rep,1939-01-03,1941-01-03,LA,7,,Democrat,,,,,,,,,,
D000468,6,D000468-6,rep,1927-12-05,1929-03-03,IA,7,,Republican,,,,,,,,,,
G000158,6,G000158-6,sen,1939-01-03,1941-01-03,VT,,3,Republican,,,,,,,,,,
G000265,6,G000265-6,rep,1933-03-09,1935-01-03,MD,1,,Democrat,,,,,,,,,,
J000236,6,J000236-6,rep,1929-04-15,1931-03-03,TX,18,,Democrat,,,,,,,,,,
L000498,6,L000498-6,rep,1931-12-07,1933-03-03,MA,13,,Republican,,,,,,,,,,
M000119,6,M000119-6,rep,1925-12-07,1927-03-04,MI,5,,Republican,,,,,,,,,,
